Airline Name,Overall_Rating,Review_Title,Review_Date,Verified,Review_Text,Aircraft,Type Of Traveller,Seat Type,Route,Date Flown,Seat Comfort,Cabin Staff Service,Food & Beverages,Ground Service,Inflight Entertainment,Wifi & Connectivity,Value For Money,Recommended
LOT Polish Airlines,3,“far away from business class”,25th April 2024,True,"April 21st, 20024. Night flight from Chicago to Cracow. Check -in really crowded, long queue and slow service. As business class guests we got invitations do Executive Lounge managed by SAS. Surprise, surprise... the lounge was closed. They work till 8pm only. Check - in staff was not too concerned. ""Happens!!"" Boeing 787-8 Dreamliner in old, basic version. Fully flat seats in a configuration of 2-2-2. Departure / arrival on time. Regular updates from cockpit. Right after departure drinks have been offered. From menu we selected corn soup and pasta. Soup was not available - only shrimps for starter, no other choice. Pasta was terrible. Duck was just eatable as we heard from other passengers. Quite decent selection of wines and other alcoholic beverages, cakes and cheese for dessert. The service was pretty fast - then lights have been switch off and passengers were left alone. Poor old - fashioned entertainment system, Quite limited number of movies and music options. Before landing we got another meal - no selection this time. To sum up, quite good premium economy, but far away from business class.",Boeing 787-8,Couple Leisure,Business Class,Chicago to Warsaw,April 2024,2.0,2.0,2.0,1.0,2.0,1.0,2,no
LOT Polish Airlines,4,“terrible customer service”,25th April 2024,True,"The flight LO003 from Warsaw to Chicago scheduled for April 18th, 2024 has been canceled 8 days before departure. LOT offered seats one day earlier/later or refund. No option to free rebooking to other Star Alliance airlines on the same day. After long and unpleasant discussions with customer service we finally decided to travel on April 17th, 2024. The aircraft was Boeing 787-8 Dreamliner - oldest version, quite cheap and tired. Six full flat seats in a row in business class. Not extremely comfortable, but fine. Departure 50 minutes delayed. Onboard service started with drinks, then dinner was served - 3 options (different than mentioned in menu) - fish, chicken, pasta. Food just ok, nothing to remember. Nice way of serving dessert on a moving trolley - cakes, cheese, sweets, liqueurs. Decent coffee. Entertainment system quite old-fashioned, rather poor. Second meal before landing - no choice this time. Modest snacks and drinks offered between meals. Staff in business class relatively nice and helpful. In conclusion, service onboard quite fine, terrible customer service, all together slightly below the standard",Boeing 787-8,Couple Leisure,Business Class,Warsaw to Chicago,April 2024,2.0,3.0,3.0,3.0,2.0,1.0,2,no
LOT Polish Airlines,9,"""cabin service was excellent""",24th April 2024,True,"London Heathrow to Tokyo Narita via Warsaw Chopin return - 737-8 MAX London-Warsaw-London, 787-9 Dreamliner Warsaw-Tokyo-Warsaw. Family trip for wedding for three people (but not my wife)* - very cheap in my view at about £900 return each considering about half is tax. At this price you do have to pay extra for checked bags (we bought one). There is little wait at Warsaw both ways, which is one reason I booked this route, and also the starting flights are in the evening so no silly early starts. Outbound they waved us through a doorway at Warsaw Chopin to go directly to the long-haul gate and looking at flight times it seems they hold the flight if the incoming connection is late. Chopin is a modern airport that seems a less stressful place to change planes. You are asked to pay for assigned seats but I didn't waste money on this and on three flights we were given seats together anyway even though flights pretty full. On the other flight we were next to each other behind or across an aisle. Flights mostly smooth, planes clean and modern, and cabin service was excellent with skilled and patient aircrew. But the food is Polish-oriented and rather stodgy in economy but plentiful, and if you're coming back from Tokyo - home of superb food - this is a bit of an expected let down. If you like alternative/European movies there are Polish and some other arthouse productions well worth watching. The return from Narita-Warsaw routed via near the North Pole and was more than 1 hour ahead of schedule. Legroom on the Boeing 787 is rather cramped in economy and two of us are over 6 feet. Check in at Narita is tedious and be aware that if you need to buy another checked bag as we did LOT's online system didn't let us, and chatting online they only told us at the last minute we could pay for it at Narita (about £60 but ensure they bill it to one of the passengers without a checked bag otherwise you get overcharged as they did with us first). *I know you are wondering about wife - she went business class on China Airlines so we made use of her huge bag allowance!",Boeing 737/B787,Family Leisure,Economy Class,London to Tokyo via Warsaw,April 2024,3.0,5.0,3.0,4.0,3.0,3.0,5,yes
LOT Polish Airlines,2,"""not ready to deliver a pleasant service""",22nd April 2024,True,I bought a business class ticket for this route about 2 months ago. 2 weeks before flying LOT informed me that they no longer offer business but only premium economy. I asked then to pay me back the difference for this downgrade which they said they will not as they have sent me a 'voucher' instead. The experience on the Tashkent - Warsaw leg was absolutely horrible. The compartments where you put your hand luggage were full of crew luggage and blankets etc. The tray table were so uneven that a glass of water fell on my pants... food un eatable ( dry burnt chicken )... the staff tried their best but honestly LOT is not ready to deliver a pleasant service on this route! The charger for the phones do not work and a crew member told me this is always like that.,Boeing 737-800,Business,Business Class,Tashkent to Zurich via Warsaw,April 2024,3.0,5.0,1.0,3.0,2.0,1.0,1,no
LOT Polish Airlines,2,"""one of the poorer low-cost airlines""",20th April 2024,True,"Only two flights, but very likely to be the last ones with LOT. First a bit more than an hour then around 4 more on a tiny airplane, which really surprised me from WAW to CAI. But what surprised me even more was the service on board. From BUD to WAW it was an apple pie with water - not even a coffee, but okay, 75 minutes, I can survive. But then on the other flight, I felt like taking one of the poorer low-cost airlines. Seriously, nothing normal for a 4-hr flight? I remember taking Malév from Budapest to Krakow, maybe 20-25 minutes, with a lot better service. And zero in flight entertainment, of course. Anyway, what was even worse, the attitude of the flight attendants, the way the checked on the belt (that was in fact fastened), the way they suspected, I was not in airplane mode or the tone they told me they don't have blankets on this flight, which another flight attendant was later on handing out on the same class, so of course, I asked her afterwards. She was the only exception.",Embraer 195,Business,Economy Class,Budapest to Cairo via Warsaw,April 2024,2.0,1.0,1.0,3.0,1.0,1.0,3,no
LOT Polish Airlines,9,"""received a top notch service""",6th March 2024,True,"I have flown with LOT about 10 times by now and not had an unpleasant flight. This time, on flight LO234 on the 2nd of March, i opted for their business class product and received a top notch service. The cabin chief was extremely courteous, the catering of high quality and the presentation impeccable. Very smooth flight , that departed and arrived earlier. I feel safe and very well taken care of with LOT.",E175,Business,Business Class,Brussels to Warsaw,March 2024,5.0,5.0,5.0,3.0,4.0,,4,yes
LOT Polish Airlines,7,“Really pleasant flights”,4th March 2024,False,"Never travelled with lot before, and after reading bad reviews, feared worst. But surprised. Got LO286 0630 LHR to Warsaw on Fri 1 March and back 1530 on 3rd. Really pleasant flights, Free Tea coffee Water, a snack (Apple pie etc) & chocolate bar, More than get from most airlines. Return seemed bit confusing when boarding, right before departure everyone had to tag up smaller cabin bags and told put under seats, cases above, Then human nature once onboard every bag goes everywhere (Smaller stuff in racks etc) and there was still space. This probably delayed departure by few minutes. Opposite way from LHR non of it and left on time. Flights great, Aircraft clean. Thank you LOT.",Boeing 737,Solo Leisure,Economy Class,London Heathrow to Warsaw,March 2024,3.0,5.0,4.0,2.0,1.0,3.0,3,yes
LOT Polish Airlines,1,"""think twice before choosing this airline""",20th February 2024,True,"We recently had the worst experience with LOT, an experience that left us utterly frustrated and disappointed due to their abysmal mishandling of baggage. The representatives were unhelpful, providing vague and inconsistent information, leaving us in the dark with our damaged baggage. The lack of communication and transparency is nothing short of appalling. It is disheartening to see a company that seemingly prioritizes profit over customer satisfaction. The stress and inconvenience caused by the mishandling of our baggage during what should have been a straightforward journey is unacceptable. In addition to the emotional distress, the financial burden incurred is something I did not anticipate when choosing this airline. They have the worst customer service ever. That was our worst business class experience. They mishandled our luggage and they did not even want to be held responsible. I strongly advise potential passengers to think twice before choosing this airline, as the risk of losing your belongings and enduring a lackluster response from the airline's customer service is not worth the potential savings in ticket prices. Choose an airline that values its customers and can be trusted to handle baggage with the care and attention it deserves.",,Couple Leisure,Business Class,Tokyo Narita to Zurich via Warsaw,February 2024,1.0,1.0,1.0,1.0,1.0,1.0,1,no
LOT Polish Airlines,9,"""Buy onboard food is available""",13th February 2024,True,"Had 5 flights within 2 days on LOT. Still serve free food and water. Buy onboard food is available. Booking process, rebooking process etc. easy. Lounge is nice. During Covid a meal was served. Better than the normal buffet which is back. Staff from very friendly to I do my job. Ground staff can be hit and miss. Maybe I am lucky but using LOT always had good experience with their call center. Like the old C seats as space for feet.",Embraer,Solo Leisure,Economy Class,Warsaw to Breslau,November 2023,5.0,5.0,5.0,4.0,,,5,yes
LOT Polish Airlines,1,"""do not recommend this airline""",12th February 2024,True,"I have the worst experience ever flying with Lot Airline. They lost my luggage and I wasn’t the only one. Now after almost six months sending a number of emails back and forth with all the information we’ve been told to send, I have never received anything. They kept saying that my luggage was not found and they transferred me to the compensation department with no one answering my request or even bothering to help. I have been travelling for so long with a different airlines but I never had the same bad experience. I do not recommend this airline to anyone. It is the worst ever!",,Family Leisure,Economy Class,Beirut to Toronto via Warsaw,August 2023,1.0,1.0,1.0,1.0,1.0,1.0,1,no
LOT Polish Airlines,7,"""impossible to change seats""",24th January 2024,True,LOT is ok but it is impossible to change seats. Ended up squeezed to the window. I prefer aisle and also willing to pay for it. No luck with LOT. I was lucky to have business from Cairo to Warsaw. That was pleasant although the standard economy seats. The economy flight to Oslo was less comfortable.,,Solo Leisure,Economy Class,Cairo to Oslo via Warsaw,January 2024,2.0,3.0,3.0,3.0,,,3,yes
LOT Polish Airlines,2,“It was horrible”,11th January 2024,True,"We made it safe and sound to our destination so that is good. There were 2 key areas of horrible service: 1) The boarding process on both flights was a zoo. There seemed to be no real process, everyone was pushing and shoving, no leadership or communication from the gate staff. It was horrible. 2) Upon arriving at our destination in JFK, it took a full 2 hours to receive our checked luggage. Some bags came out in a timely manner but 2 of our 6 bags were held up somewhere. There was a group of about 40 people stuck waiting for the remaining luggage. After 2 full hours the luggage was finally delivered. There was no help available from LOT and no announcements at all. We were just stuck waiting. Luckily I did not have a connection to get to but I am guessing some of the others did and might have missed their connection. Upon contacting LOT to discuss the horrible service and see if there was any compensaion, I was informed that they are not legally obligated according to some Montreal Convention to provide any compensation unless I incurred some out of pocket expenses. They did not care about my concerns nor my impression of LOT Polish Airlines. As such, I will be avoiding LOT if at all possible for future travel and I recommend you avoid them as well.",,Family Leisure,Economy Class,Budapest to New York JFK via Warsaw,December 2023,2.0,2.0,2.0,1.0,2.0,1.0,2,no
LOT Polish Airlines,1,"""very disappointed passenger""",11th January 2024,False,"Reservation is the worst I ever seen. We were flying in two groups, leaving on different dates and coming back on the same flight. The LOT reservation system is made that way that if you try to check prices for the same flight two or three times in the row on one login the prices are going up and up. For every check. Now we decided on flight and selected the flight. during the check out procedure (we even gotten the temp reservation number) lets say tickers were 860.00USD each way. During the checkout screen refreshed itself and we got bumped to the selection again. Guess what, the prices were 860.00 one way and 1400.00 return. The rest of the group were doing the reservation for the same flight with out issue. One person forgot to select the seats and meals and during the checkout got ""kicked out"" and when she returned back the prices were 1400 USD one way. So if your take your time to think, LOT kicks you out, or kicks you out if you check the same date and the same flight multiple time from the same computer. Its called ""cookies"". They track you and adjust the price while you are there. Premium seats with leg room come at a price of 70USD, 20USD and 16USD, depends on how much leg room you are willing to pay for. I flew with LOT 3 times in the row and each time with multiple members of my family. Each time premium economy. But after what they did to me today with price switching right from under my nose. I don't think I will use LOT again. Last thing, on the flight from JFK to WAW cabin crew instructed us to use the bathrooms on the end of the plane. With long lines. On the way back they let us use the lavatory in the galley between business and premium class. It seams that they do what ever they want or who they like. There are excellent stewards/pursers and on the other hand not so much. If you like LOT and you are willing to pay for everything we warned. The 2024 is my last flight with LOT, part of my group purchased tickets and I got stuck with high prices. That is a shame. I am very disappointed passenger.",Boeing 787,Family Leisure,Premium Economy,New York to Krakow via Warsaw,May 2023,3.0,5.0,5.0,5.0,3.0,,1,no
LOT Polish Airlines,1,"""never recommend this airline""",11th January 2024,True,"I booked round trip for Toronto-Warsaw-Mumbai-Ahmedabad. Departure flight because Warsaw to Mumbai flight was delayed by 5 hours 30 minutes I missed my connection flight from Mumbai to Ahmedabad, for that they did nothing, they told us that you have to go by yourself, we can’t do anything. I emailed them about that flight claim but they didn’t reply. Same thing for my return flight, they have changed my flight and given me another option I was ready for that but again they emailed me that that flight was cancelled by airline. What nonsense is this they are just wasting my time and money and doing nothing. I contacted my travel agency with screenshot of email from lot airline about delayed flight for claim for Mumbai to Ahmedabad flight but airline rejected that claim.  I would never recommend this airline to anyone I’m just frustrated with them.",,Solo Leisure,Economy Class,Toronto to Mumbai via Warsaw,December 2023,1.0,1.0,1.0,1.0,1.0,,1,no
LOT Polish Airlines,9,"""very professional""",9th January 2024,False,"Our flights were disrupted due to snow bound and we missed the connection flight. When we arrived at Warsaw the team had all the documents and tickets ready for hotel, taxi transfers, breakfast and dinner included. All the process took less than 10 minutes without any fuss and extremely organised. No Faults, very professional.",Boeing Max 8,Family Leisure,Economy Class,Chisinău to Warsaw,January 2024,4.0,4.0,4.0,5.0,,,4,yes
LOT Polish Airlines,3,"""Very old business class with zero privacy""",6th January 2024,True,"Very old business class with zero privacy. Food edible, but nothing special. Before takeoff my wife and son were showered with champagne, orange juice and water, so the clothes and seat were all wet. Got the half-hearted apology for this inconvenience and nothing else. Purser was defensive and said she had no authority to compensate for anything. I will make a complaint on website, but from previous experiences I know, it is useless procedure getting zero answers. Will try to avoid LOT in future.",B787-900,Family Leisure,Business Class,Incheon to Tallinn via Warsaw,January 2024,2.0,1.0,3.0,5.0,1.0,1.0,3,no
LOT Polish Airlines,1,"""incredible service""",6th January 2024,False,"I would like to express my gratitude to LOT Polish airlines. Thank you very much for your incredible service! It was my best easy  going flight! The pilots are excellent at smooth climbs and descent. I really appreciate the service of the flight attendants! I had a transit flight from Toronto. My luggage safely arrived in both distances. Guys, you are the best!",,Family Leisure,Economy Class,Warsaw to Toronto,January 2024,4.0,5.0,5.0,5.0,5.0,4.0,5,yes
LOT Polish Airlines,2,"""LOT should not be in Star Alliance""",22nd December 2023,True,"This was an award ticket issued by Star Alliance. What a disaster LOT is, firstly changed flights 3 times outward journey, then ANA did not confirm ticket, so was changed again at arrival at Heathrow, and put on Lufthansa. LOT did nothing, the booking was in their website. Then the return flight cancelled on 22/12 for a flight on the 29/12 and offered 1/1/2024 flight. With visa issues, again ANA came to the rescue and changed flight back to Lufthansa. LOT should not be in Star Alliance, a total disgrace!",,Solo Leisure,Business Class,London to Beijing via Warsaw,December 2023,1.0,1.0,,1.0,,,1,no
LOT Polish Airlines,2,"""very questionable company policy""",15th December 2023,True,"Flight from Hamburg to Warsaw was delayed, my luggage did not reach the connecting flight to Belgrade in time. It only arrived on the day of my departure (i.e. two days later) so that I had to collect it myself from the lost luggage counter right before checking in for the return flight. I had to purchase toiletries and clothing for business meetings I had (trousers, shirt, underwear etc.). The airline offered a refund of max. 100 € only. How would anybody be able to find a full set of clothing and toiletries for such a ridiculously small amount? Also, when I finally got my suitcase, I found the zipper was broken. The refund offered by the airline was as low as 30 €! On top of this annoying situation it was absolutely impossible to reach anybody at the airline personally or by phone to assist. Any e-mail from the airline cannot be responded to directly. You are always requested to go via the airline website where you finally get lost and give up (the ""customer feedback form"" is absolutely untraceable). Conclusion: Absolutely awful and unsatisfying customer service! No noticeable intention to help or assist. A very questionable company policy regarding refunding!",,Business,Economy Class,Hamburg to Belgrade via Warsaw,November 2023,3.0,3.0,,1.0,,,1,no
LOT Polish Airlines,1,“Another smooth flight”,14th December 2023,True,"Another smooth flight on board LOT Polish Airlines—comfortable seats and reasonable legroom. Before take-off, the cabin crew handed out refreshing wipes. After take-off, there was complimentary in-flight service with water, tea, coffee, and sweet/salty snacks. Before the approach, we also received chocolate wafers and nuts, all free of charge, which is sadly not a standard among Star Alliance Airlines nowadays. This is a real advantage of LOT because you can feel a sense of hospitality on board. Alcoholic beverages were available through paid in-flight service at super-low prices. I am looking forward for my next journey with LOT Polish Airlines. See you soon!",,Family Leisure,Economy Class,Warsaw to Paris CDG,November 2023,5.0,5.0,5.0,5.0,5.0,,5,yes
LOT Polish Airlines,1,“such a poor service”,4th December 2023,False,"Yesterday my wife with 2 small children were supposed to fly direct from Rome to Radom at 10am. The flight was cancelled, postponed till 7pm and redirect to Warsaw. She arrived in Radom at 2am. It is unheard of such a poor service and you should be ashamed. Not only we won't travel with you anymore but we will advise people to not do so!",,Family Leisure,Economy Class,Rome to Warsaw,December 2023,1.0,1.0,1.0,1.0,1.0,1.0,1,no
LOT Polish Airlines,1,"""Unprofessional customer service""",18th November 2023,False,Worst airlines ever! They are changing dates whenever they want. They are cancelling flight whenever they want. Unprofessional customer service.,,Family Leisure,Business Class,Los Angeles to Yerevan via Warsaw,November 2023,1.0,1.0,,1.0,,,1,no
LOT Polish Airlines,9,“Inflight service very pleasant”,12th November 2023,True,"Another enjoyable flight with LOT. I like using Warsaw Airport for several reasons, Warsaw is not one of Europe's superhubs and the flights I have traveled on have arrived and departed with minimal delay. The embraer aircraft are very comfortable and LOT's inflight snack is sufficient for the length of the flight and very tasty. Inflight service very pleasant and crew grooming impeccable. I was offered the option of an upgrade to Business Class but, honestly couldn't justify the extra expense as the seats are the same only difference would be a slight better meal. Anyway, I will certainly be flying LOT again!",E195,Solo Leisure,Economy Class,Warsaw to Oslo,November 2023,5.0,5.0,4.0,4.0,,,5,yes
LOT Polish Airlines,1,"""Do not ever use this airline""",6th November 2023,True,"Multiple things went wrong with my flight. Baggage size allowance is very small and I had to pay $68 extra to check 1 (my first) bag, and the staff did not weigh much larger heavier bags at all (other passengers). Boarding was delayed 45 minutes at the gate because of staff incompetence. They went around manually asking everyone in a large unorganized crowd if they had special needs. Then called row #s and did not enforce the rows so everyone boarded randomly. Because of the 45min delay the gate right next to my flight, on Air Lingus, also started boarding at the same exact time. So two crowds, one managed and one mismanaged (LOT), some going into the wrong line. Then we take off, 8 hour flight. They feed us asap. Then we get one cup of water and hour after and then almost five hours of no beverage service. The air-conditioning was non existent and cabin was 85+ degrees. I press the call service button, two other people do as well. Multiple flight attendants walk by and ignore the big blue assistance needed lights. Half hour later I go in the back and five 20 something attendants are standing around chatting.  No water service for five hours? I ask them why didn't they respond to the assistance lights? ""Some people push it by accident"" they tell me - so what, you never check any assistance buttons because sometimes someone presses it accidentally? There were three of us waiting. The I say ""multiple attendants passed by my row, some of them the same guy three times without checking."". Oh they tell me ""then you should have stopped us.""  Then they start beverage service a few min after I get back to my seat. Then one of them ignores me during beverage service. Petty incompetence. Do not ever use this airline. Expensive asf too.",,Family Leisure,Economy Class,New York to Cluj via Warsaw,November 2023,3.0,1.0,1.0,2.0,1.0,1.0,1,no
LOT Polish Airlines,1,“Highly recommend Premium Economy”,30th October 2023,True,"Brilliant Premium Economy flight. It was a return flight from Tokyo so decided to upgrade to premium economy and I have to say the quality of the service exceeded my expectations. During check in I was able to avail of the business and premium check in desk as well as fast track security, same happened during boarding. After entering aircraft I was welcomed with a drink. The seats were very comfortable I have to say, had a very good sleep compared to the standard economy class. Very nice amenity kit provided as well as blanket and pillow. Food I have to say was unreal. At first glance the food looked different from normal food but it tasted very nice as I never imagined eating such combinations and was pleasantly surprised. There was a very pleasant cabin crew lady assigned just for the PE class, very nice and helpful lady, good variety of drinks available on request. One of my best flight experiences so far, despite very long fight, the pleasantness of this service made it feel very short and comfortable. Highly recommend the Premium Economy class on this route and will use it again on my next trips between Japan and Poland.",Boeing 787-8,Solo Leisure,Premium Economy,Tokyo to Warsaw,October 2023,5.0,5.0,5.0,5.0,5.0,,5,yes
LOT Polish Airlines,1,“left alone and stuck in a foreign country”,26th October 2023,False,"Be prepared for the worst flying experience you could ever have in your life! The airport staff and flight attendants are rude and refuse to answer any simple question or give any directions in English. They seem to be constantly angry and frustrated. So very strange for an international company! And don't even think that if you call Customer Service anything will be done to help you or give you a decent alternative. Customer service agents do not have a respectful or professional approach to people. They just inform you that it's none of their business if you run into problems, that you should have read their ""terms and policies"" before you even consider booking a flight with them, and, in conclusion, that it's just your responsibility to find a solution. They assertively say, in a repetitive manner, that your problem is none of their business! With ""the help"" of Lot Polish Airline, I was left alone and stuck in a foreign country airport that doesn't care about people, unable to continue my journey or return to my country. This company is a real nightmare!",,Business,Economy Class,Dublin to Antalya via Warsaw,October 2023,1.0,1.0,,1.0,,,1,no
LOT Polish Airlines,1,"""Avoid traveling with this company""",21st October 2023,False,"Avoid traveling with this company. Awful experience! They canceled the reservation without any notification. You may find out with less 36 hours before your flight when you will try to do the online check in. Also their website does not offer any info regarding the issue in these situations based on your booking reference. You need to contact them on phone an they will pass you from one operator to another and even finish the call during this. If you get the chance to talk to somebody entitled to give you any info they just tell that it has been canceled and try to sell you an overpriced ticket (ex. 700 euros for a 100 euros flight). Even low cost companies act more in favor of their clients. Anyway just choose a serious airline, not LOT. It will cost you more than you think eventually due to their lack of customer care.",,Business,Economy Class,Bucharest to Wroclaw via Warsaw,October 2023,1.0,1.0,1.0,1.0,1.0,1.0,1,no
LOT Polish Airlines,1,"""The nightmare isn't worth it""",19th October 2023,True,"LOT Polish Airlines shouldn't be in business because they are incapable of doing their job. I regret booking our vacation up using this sorry joke of an airline. This was supposed to be multiple destination trip. LA to NYC with 4 nights stay and NYC to Moldova for 4 days as well to visit family. October 9th through 19th. We booked weeks in advance. A week before the trip we received an email saying that our return flight has been canceled and we fly back on the 22nd. No options offered or apologies. As if this is acceptable. People chose certain dates because they have to go back to work! We tried calling them and Expedia. Expedia couldn't do anything so we had to deal with LOT. They didn't accommodate us to return on the day we were supposed to. Not even the day before. It was the 17th of October they offered instead of 19th and we have to spend a night in Warsaw. Before we had a good connection. So we lost 2 days of the trip already.. Now to make it worse when we arrived to JFK on the 13th for our flight to Moldova our plane was broken and they failed to fix it for nearly 5 hours. Needless to say we missed our connection and had to stay in Warsaw yet again! That's another day taken out of my time with family. Absolutely unacceptable. We were supposed to have 4 days in Chisinau and ended up with 1 and a half. They do give you vouchers for hotels, meals and taxi. But that hotel is a whole review on its own and not a good one. They turned our vacation into a trip from hell. I will never fly with them again.. What a joke. Please don't use them no matter how budget friendly the fares are. The nightmare isn't worth it!",,Couple Leisure,Economy Class,Los Angeles to Chisinau via New York,October 2023,3.0,2.0,3.0,3.0,4.0,,4,no
LOT Polish Airlines,1,"""Rude, unpleasant and impolite""",9th October 2023,True,"Rude, unpleasant and impolite ground staff. Even at the business check-in counters at their main airport in Warsaw. Terrible customer service. They have an attitude of bush people. LOT is also Poland’s national carrier. What sort of reputation and impression do you think it will give LOT as brand and Poland as a country? Management deserves to be sacked.",,Solo Leisure,Business Class,Warsaw to Vilnius,October 2023,1.0,1.0,2.0,1.0,,,1,no
LOT Polish Airlines,1,"""I will never fly with LOT""",9th October 2023,True,The flight was canceled only one night before departure! They arranged another transfer flight with more than one day delay for us via Frankfurt. They declined my claim without any compensation. I will never fly with LOT.,,Couple Leisure,Economy Class,Beijing to Warsaw,September 2023,,,,1.0,,,1,no
LOT Polish Airlines,8,"""a tremendous experience for a budget airline""",27th September 2023,True,"I am very satisfied with the flight itself and the onboard service. Everything went seamless and I honestly enjoyed the experience. The LOT staff on arrival, in the Warsaw airport, were very friendly and helped me with the transfer directions so I managed to reach my gate very quickly. Then the staff which onboarded us were also of big help since I wasn't sure my luggage would fit in the plane so they proposed to handle my baggage without any additional costs. It was probably my best experience with a budget/low-cost airline so far. The previous flight from KIV to WAW > HAM was also fine and it was my first life experience with transfer flights. It's nearly impossible to get lost in that airport, especially with so many crew members around, you can always find someone to ask for help. (even the stewardess dropping some sparkling water on me during the flight to HAM wasn't an issue). The only negative would be maybe the luggage space in the aircraft and the relative small space for your feet between seats (I'm 190 cm high). Overall a tremendous experience for a budget airline, I will definitely travel more with them to Europe, Warsaw being first in my list (and not as a transfer point this time).",Embraer 170 and Embraer 195,Business,Economy Class,Hamburg to Chisinau via Warsaw,September 2023,4.0,5.0,4.0,4.0,4.0,3.0,4,yes
LOT Polish Airlines,1,"""Definitely my last flight""",26th September 2023,False,"I took business class from Tbilisi to Warsaw and they have broken my suitcase (zipper as shown on the picture). Although it had TSA approved lock. So in case of inspection they should have opened it by that special lock - but no they broke it. Instead of refunding the suitcase costs that started to offer zipper replacement cost refund (so they broke the suitcase which had a TSA approved lock, I should have spent time to replace the zipper / which is in any case cannot be replaced and they would only pay few pennies). Definitely my last flight. Turkish, Lufthansa and all others are much more responsible on their mistakes and there is almost no difference in price (but in quality a huge one!)",,Business,Business Class,Tbilisi to Chisinau via Warsaw,September 2023,1.0,1.0,1.0,1.0,1.0,1.0,1,no
LOT Polish Airlines,1,"""Very comfortable flight""",25th September 2023,True,"Very comfortable flight with comfy seats. Cabin crew were helpful and professional. It is really great that there still traditional airlines such as LOT Polish Airlines that offers complimentary drinks&snacks through-out the flight. On domestic flight they handed-out sweet buns & on the flight within Europe they offered sweet&salty snacks, and of course some drinks, such as tea, coffee or water. Flying with LOT Polish Airlines is always a pleasure. Really appreciate.",,Family Leisure,Economy Class,Gdansk  to Venice  via Warsaw,May 2023,5.0,5.0,5.0,5.0,5.0,,5,yes
LOT Polish Airlines,1,"""staff behaviour was very unfriendly""",22nd September 2023,False,"Pathetic experience. Flight got delayed 3 hours. Departure time was 0800am but still standing at IGI, New Delhi. No Air condition. Crew behaviour very rude and no contact with passengers apart providing water. Moreover, staff behaviour was very unfriendly. I would recommend that it's better to choose some other airline if you can. Passengers are sitting in the plane from 0800am onwards and it is 10:20 am but no strong response when it departure. Please please avoid booking LOT if you have other options.",,Solo Leisure,Economy Class,Delhi to Warsaw,September 2023,1.0,1.0,,1.0,,,1,no
LOT Polish Airlines,1,"""fly on more reliable airlines""",18th September 2023,True,"We supposed to fly from Chicago to Warsaw on June 9th. The flight was canceled 8 hrs later. We spent the night at the airport and then got rebooked to the next day. When we showed up the for the next day, we were told that they rebooked us on stand-by and there were 20 people ahead of us. We got rebooked again. Two days later we made it to Poland. We got $12 voucher for the entire night and horrible hotel for the first night. Nothing for the second night, no transportation refunds, etc. I requested the 600 EUR compensation. It took them 30 days to look into it. Then I had to fill out a form with my bank information for the transfer. 30 days later I still didn't get the funds. When I called the first time, (28 days after the form was submitted) they told me that it hasn't been 30 days. When I called 43 days later they told that the money was send a month ago and since I haven't received it, I can fill out another form. I was told that I can't talk to a manager and the person I talked to refused to give me their full name. Honestly, I can't imagine worse service. We decided to buy the tickets because they were cheaper. They are reasons why they are cheaper. I highly recommend paying little bit more and fly on more reliable airlines.",,Couple Leisure,Economy Class,Chicago to Wroclaw via Warsaw,June 2023,3.0,3.0,,1.0,,,1,no
LOT Polish Airlines,2,"""worst experience ever""",11th September 2023,True,"The worst experience ever with this airline. They cancelled my flight and when I asked to rebook for another one (the closest one), they said no tickets. Also, I confirmed that the next day I had 2 flights in Canada, Calgary and another city, but they just said it was not their fault. Also, I found that the Twitter site was available tickets for morning flights but they continue to say that they have only evening or the next day. The employee didn't know any info. After they sent us to some hotel when surprise no my name and 5 other people on the list. We waited another 1 hour at the reception. In the end I bought tickets with Wizz Air and came to Paris through Rome. Too much time, too much headache. Never newer again business with LOT!",,Solo Leisure,Economy Class,Radom to Paris,September 2023,1.0,1.0,1.0,1.0,1.0,1.0,1,no
LOT Polish Airlines,1,"""very disappointed with the experience""",6th September 2023,False,"Where do I begin? First off LOT decided to charge us for our baggage, when it was included. Charged it as excess when it was all under 23kg and 1 per person. Never heard of it using third party than baggage is not included in a international flight. Next food was very gross and poorly done. Not edible. The stewardesses are so rude and honestly I was shocked at how bad the interaction was. Like do not ask for anything. My 11month old fell asleep on me and they decided to have a full blown loud conversation about selling on board with another passenger in front of me. Of course woke up the baby. I have not flown in 10 years and was very disappointed with the experience. Fly any company besides LOT! All this on top of an hour and half delay because of plane problems. Normally wouldn't be an issue if you don't have a 11month old, 4 and 6 year old with you. This review included to my destination and coming back.",,Family Leisure,Economy Class,New York JFK to Chișinău,September 2023,2.0,1.0,1.0,3.0,1.0,1.0,1,no
LOT Polish Airlines,1,"""worst airline I have ever travelled on""",4th September 2023,True,The worst airline I have ever travelled on. They cancelled my connecting flight and refused to give an alternative flight for over 20 hrs. No compensation or hotel will be provided to you in case of cancellation. I had to sleep in the airport for 2 days as I wasn’t leaving the airport due to the situation.,,Solo Leisure,Economy Class,Delhi to London via Warsaw,September 2023,1.0,1.0,1.0,1.0,1.0,,1,no
